language,id,text,file,node,lineNumber,lock,comment
nl,line:00e9552,speler: noem hun Alex,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,290,4135aa9d,
nl,line:0164b56,"jong persoon: ik kan niks beters bedenken, dus het is prima",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,292,90dcdd34,
nl,line:0500649,jong persoon: bedankt voor het begrip,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,293,94e7eeee,
nl,line:05260b0,"speler: wat vind je van alex, het lijkt me een mooie naam",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,294,5c24ed62,
nl,line:046f65b,speler: noem hun Max,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,295,9baf3a40,
nl,line:0bdd4d6,"speler: meschien Max, past dat bij jou?",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_young_person,300,708cd3ae,
nl,line:0b2c333,"speler: ha!, heb iets gevonden!",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,AfterNameChoice,304,6733d0a7,
nl,line:0e7659c,"doctor: oke, laten we het op de deur proberen",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,AfterNameChoice,305,ab41a935,
nl,line:0efded1,oude man: zucht,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,AfterNameChoice,308,876ba3a9,
nl,line:0ad72e2,"speler: hey, kan ik je ergens mee helpen?",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,319,fd06dbf9,
nl,line:0f89c54,"doctor:oh ja sure, ik ben door de dosierkast door aan het zoeken",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,320,7ab63474,
nl,line:09ed9b6,speler: lijkt me niet heel waarschijnlijk dat iemand zijn keycard daarin laat?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,321,745caee9,
nl,line:0050101,"doctor: je weet het nooit, daarnaast waarom denk je dat wij hier zijn, waarom ons specefiek",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,322,dfae59ed,
nl,line:028d766,doctor: stoort jou dat niet?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,323,4dfede5f,
nl,line:0281bef,"doctor: ik wil hieruit komen natuurlijk, maar als ik onderweg wat antwoorden vind zal ik daar niet boos op zijn",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,324,33be9e37,
nl,line:077acf0,"doctor: kijk hier, dit is het budget report het lijkt erop dat een enorm percentage van hun budget naar een research project ging",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,325,adb5fcf5,
nl,line:06137b7,speler: zou dat iets te maken kunnen hebben met wat er met ons gebeurt is?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,326,f73f7c3d,
nl,line:00ad72b,"doctor: geen idee, ik zag green grote apparaten in de kamer waar we wakker werden?",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,327,4289dd1f,
nl,line:0dda235,speler: gevonden!!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,328,c6e56179,
nl,line:08cad58,"doctor: perfect, laten we dan terug gaan",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,329,101c1389,
nl,line:012d810,oude man: zucht,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_doctor,334,876ba3a9,
nl,line:05f0b69,"speler: hey, kan ik je ergens mee helpen?",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_old_guy,344,fd06dbf9,
nl,line:01ca748,"oude man: als je een weg hieruit hebt gevonden, anders nee",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_old_guy,345,8f72b790,
nl,line:0ff922d,"oude man: sorry dat was onbeleeft, het is gewoon een stressvolle situatie, probeer jij de laas aan de andere kant?",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_old_guy,347,6d32ac16,
nl,line:02b14f1,"speler: het is oke, volgens mij zijn we allemaal gestrest",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_old_guy,348,61da2fea,
nl,line:0a1a06b,"oude man: het voelt gewoon alsof ik iets mis een onderdeel van mijzelf, of iemand die belangrijk voor mij is",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_old_guy,349,0f9e6f0a,
nl,line:047a4f3,"speler: sorry, ik heb dat minder maar niet weten wat je gedaan hebt of zelfs wie je bent is enorm eng",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_old_guy,350,b37174d1,
nl,line:04f44b6,speler: ik hoop dat we het terugkrijgen wanneer we hier klaar mee zijn,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_old_guy,351,ae1cabc8,
nl,line:05a870c,speler: hey volgens mij heb ik een sleutelbos gevonden met een passkey,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_old_guy,352,ce6c992a,
nl,line:04c4fd0,oude man: laten we hiermee terug gaan,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,help_the_old_guy,353,31981df7,
nl,line:02e2983,"speler: huh, heb je besloten om toch met ons mee te gaan?",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,find_the_old_man,368,d0fe4cef,
nl,line:00f17d9,"oude man: er staat een grote metalen deur voor de uitgang, het lijkt wel de binnekant van een bunker, ik kon er niet uit",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,find_the_old_man,369,8b3809b3,
nl,line:0d2c5b2,"jong persoon: nou ja het is fijn om weer compleet te zijn, al is het jou",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,find_the_old_man,370,15fa20e5,
nl,line:0ce768f,oude man: je moest persee iets zeggen he,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,find_the_old_man,371,9629de26,
nl,line:08e62d3,gebruik de keycard op deze deur,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Open_Door,386,3bda18cc,
nl,line:0e97f62,"jong persoon: we zijn er!, laten we rondkijken om te zien of we ergens bij kunnen",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Open_Door,393,6a618757,Line metadata: lastline
nl,line:0727a0d,"kijk rond, om meer informatie te vinden",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Open_Door,394,de2732c4,
nl,line:06063d3,laten we terug gaan naar de uitgang om,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Open_Door,396,1f8a4e1b,
nl,line:004e821,"loop terug naar de uitgang, en gebruik de keycard daar",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Open_Door,406,695105b7,
nl,line:0eac3f1,"oude man: het ziet er uit als een kaart, laten we gewoon op de knop en hieruit lopen",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,408,2220489d,
nl,line:013a9df,doctor: wacht ff,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,409,2e85e891,
nl,line:0fcc7b7,"doctor: kijk hiernaar, een file project annulering",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,410,ffae46ae,
nl,line:0fc1a3d,jong persoon: de file is op slot,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,411,f5523cb5,
nl,line:0b92141,jong persoon: ik kan het meschien wel cracken als je me wat tijd geeft?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,412,abb52757,Line metadata: lastline
nl,line:061880d,press the button,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,414,afcded9e,
nl,line:0b53e7a,laat hun de file open maken,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,416,863fabad,
nl,line:01011fe,"oke, ben bezig",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,417,cae707d9,
nl,line:07a90f8,klaar. Het zou nu moeten openen,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,419,f3b24e6a,
nl,line:046866b,zet het apparaat goed op,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,421,d1b434cb,
nl,line:0f3747e,druk op de knop,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,423,afcded9e,
nl,line:09ab285,test subjecten dossiers,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,425,a676288d,
nl,line:0538b5b,project annulering,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,427,7519b822,
nl,line:0a9010a,druk op de knop,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,429,afcded9e,
nl,line:0c56b6f,laat hun de file open maken,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,431,863fabad,
nl,line:0856224,"oke, ben bezig",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,432,cae707d9,
nl,line:099013c,klaar. Het zou nu moeten openen,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,434,f3b24e6a,
nl,line:0e94a9a,zet het apparaat goed op,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,436,d1b434cb,
nl,line:00f0325,druk op de knop,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,438,afcded9e,
nl,line:0eb3665,ga terug naar de uitgang met de keycard,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,440,9d55ad7f,
nl,line:0ae65dd,speler: laten we terug gaan naar de uitgang nu dat we de keycard hebben,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,project_shift,441,316598b4,
nl,line:0ff5167,je drukt op de knop,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,colapse_ending,449,7d61575c,
nl,line:0637e7c,doctor: laten we hopen dat dit werkt,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,colapse_ending,450,bcf249aa,
nl,line:08cde8f,"jong persoon: ja, laat geluk aan onze kant staan",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,colapse_ending,451,c5c17a99,
nl,line:0a38f00,je voelt de grond onder je bewegen,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,colapse_ending,452,35a20309,
nl,line:07f495f,doctor: voelde jullie dat ook?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,colapse_ending,453,ea5ba94f,
nl,line:0e9847b,"je, de grond is aan het schudden, nee realiteit zelf, ",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,colapse_ending,454,aff62601,
nl,line:0cc1404,…,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,colapse_ending,455,360b357e,
nl,line:0368a71,het einde,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,colapse_ending,457,bf8bc4ce,
nl,line:09a7492,"jong persoon: hey doctor, kan je me wat hulp geven met dit apparaat",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,white_room_ending,463,a84f38ad,
nl,line:095dcb8,doctor: het lijkt dat we terug moeten gaan naar onze originele locatie om dit te laten werken,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,white_room_ending,464,7dc6d61f,
nl,line:08e2d8e,oude man: hoe weten we of dit uberhaubt gaat werken?,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,white_room_ending,465,44b65d29,
nl,line:0eebdaa,"jong persoon: niet, maar ik zie geen betere opties",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,white_room_ending,466,68362907,
nl,line:0aa7357,je hoort stemmen aan de andere kant van de deur,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,white_room_ending,471,58da8280,
nl,line:0f2de43,"oude man: ik herrinder iets, iemand die op me aan het wachten is",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,white_room_ending,472,a9c908cd,
nl,line:0790379,jong persoon: we zijn terug!!!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,white_room_ending,473,149621d9,
nl,line:0161059,jong persoon: nooit gedacht dat ik blij zou zijn terug naar mijn leven tegaan maar o mijn god het is beter dan dat,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,white_room_ending,474,9568f544,
nl,line:062f12b,doctor: waarom heb ik ooit gekozen me hiervoor te vrijwilligen,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,white_room_ending,475,2834ebed,
nl,line:0638606,het einde,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,white_room_ending,476,bf8bc4ce,
nl,line:09e0a1f,jong persoon: wow deze kamer is groot!,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,To_Exit_With_Everyone,488,bc9eae92,
nl,line:075d677,"doctor: het lijkt meer op een militaire bunker, of een soort geheime onderzoeks gebouw",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,To_Exit_With_Everyone,489,d0b89428,
nl,line:0918e6d,"speler: jammer genoeg lijkt de deur dicht te zitten, laten we een manier proberen te vinden het te openen",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,To_Exit_With_Everyone,490,2419193f,
nl,line:0cd13fa,speler:het zit gesloten,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Exit_Door,495,c0305e62,
nl,line:008be4b,"jong persoon: ah shit, dan moeten we maar ergens een sleutel proberen te vinden, laten we eerst de andere kant checken",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Exit_Door,496,6fb2d87c,Line metadata: lastline
nl,line:067128d,blijf hier en wacht,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Exit_Door,497,f043b12f,
nl,line:0b19d4b,ga naar de controle kamer,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,Interact_Exit_Door,498,016319d5,
nl,line:0da9e27,je opent de uitgang en loopt door de bunkerdeur wanneer je op kijkt naar de lucht,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,empty_ending,516,f4a5019a,
nl,line:06616ce,"jong persoon: de lucht is geweldig toch, op een manier is dit de eerste keer dat ik het gezien heb",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,empty_ending,518,893065ee,
nl,line:00d5a42,jong persoon:intelectueel weet ik wat het is maar op een of andere manier herrinderde ik niet hoe magisch het voelt,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,empty_ending,519,13ac47d5,
nl,line:049146b,"oude man: hey daar is een parkeerplaats, laten we er een pakken en hieruit wegkomen",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,empty_ending,520,68b4250a,
nl,line:0f56197,doctor: ik begin een beetje duizelig te worden alsof de wereld schut,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,empty_ending,521,604e98d9,
nl,line:0a8f49c,"jullie vallen neer, maar het komt terug naar normaal binnen een paar seconden",F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,empty_ending,522,f0826e72,
nl,line:0da7c3c,het einde,F:\cmgt projects\interactive\Interactive\InteractiveStorytelling2526\Assets\Dialogue\MyStoryScript.yarn,empty_ending,523,bf8bc4ce,
